name,source_url,image_url,gender,hair_color,hair_style,eye_style,face_shape,expression,skin_tone,beard,body_type,age_vibe,cute_level,cool_level,dark_level,funny_level,power_level,match_tags,match_note
Yakara Can Badge,https://onepiece.fandom.com/wiki/Yakara_Can_Badge,https://static.wikia.nocookie.net/onepiece/images/d/de/Yakara_Can_Badge_Round_1.png/revision/latest?cb=20210311174623,,,,,,,,,,,,,,,,,
Onigiri (Non-Canon),https://onepiece.fandom.com/wiki/Onigiri_(Non-Canon),https://static.wikia.nocookie.net/onepiece/images/d/df/Onigiri_%28Non-Canon%29_Infobox.png/revision/latest?cb=20221126213759,,,,,,,,,,,,,,,,,
Roule,https://onepiece.fandom.com/wiki/Roule,https://static.wikia.nocookie.net/onepiece/images/f/f1/Roule_Infobox.png/revision/latest?cb=20200606030542,,,,,,,,,,,,,,,,,
Kardia,https://onepiece.fandom.com/wiki/Kardia,https://static.wikia.nocookie.net/onepiece/images/a/a5/Kardia_Infobox.png/revision/latest?cb=20210809014921,,,,,,,,,,,,,,,,,
Centaur Patrol Unit,https://onepiece.fandom.com/wiki/Centaur_Patrol_Unit,https://static.wikia.nocookie.net/onepiece/images/1/1e/Centaurs_Infobox.png/revision/latest?cb=20140916074823,,,,,,,,,,,,,,,,,
"Luffy, Law","https://onepiece.fandom.com/wiki/Luffy,_Law",https://static.wikia.nocookie.net/onepiece/images/4/40/Luffy%2C_Law_Infobox.png/revision/latest?cb=20250119200012,,,,,,,,,,,,,,,,,
Kosho,https://onepiece.fandom.com/wiki/Kosho,https://static.wikia.nocookie.net/onepiece/images/5/53/Kosho_Infobox.png/revision/latest?cb=20241206014101,,,,,,,,,,,,,,,,,
North Blue,https://onepiece.fandom.com/wiki/North_Blue,https://static.wikia.nocookie.net/onepiece/images/f/f5/North_Blue_Infobox.png/revision/latest?cb=20150809121628,,,,,,,,,,,,,,,,,
HQS by Tsume,https://onepiece.fandom.com/wiki/HQS_by_Tsume,https://static.wikia.nocookie.net/onepiece/images/7/72/HQS_Zoro_Pose_1.png/revision/latest?cb=20220710162459,,,,,,,,,,,,,,,,,
Hyper Shibireru-kun,https://onepiece.fandom.com/wiki/Hyper_Shibireru-kun,https://static.wikia.nocookie.net/onepiece/images/d/d5/NoPicAvailable.png/revision/latest?cb=20210110135101,,,,,,,,,,,,,,,,,
Sheronia,https://onepiece.fandom.com/wiki/Sheronia,https://static.wikia.nocookie.net/onepiece/images/d/d5/NoPicAvailable.png/revision/latest?cb=20210110135101,,,,,,,,,,,,,,,,,
Kumamate,https://onepiece.fandom.com/wiki/Kumamate,https://static.wikia.nocookie.net/onepiece/images/4/4f/Kumamate_One_Piece_Monkey_D._Luffy.png/revision/latest?cb=20221119205021,,,,,,,,,,,,,,,,,
Ope Ope no Mi,https://onepiece.fandom.com/wiki/Ope_Ope_no_Mi,https://static.wikia.nocookie.net/onepiece/images/0/0e/Ope_Ope_no_Mi_Infobox.png/revision/latest?cb=20210409181034,,,,,,,,,,,,,,,,,
XRAGE x One Piece,https://onepiece.fandom.com/wiki/XRAGE_x_One_Piece,https://static.wikia.nocookie.net/onepiece/images/2/2c/XRAGE_Wooden_Tag_Straps.png/revision/latest?cb=20221125182259,,,,,,,,,,,,,,,,,
Spider Miles,https://onepiece.fandom.com/wiki/Spider_Miles,https://static.wikia.nocookie.net/onepiece/images/8/80/Spider_Miles_Infobox.png/revision/latest?cb=20150706012326,,,,,,,,,,,,,,,,,
One Piece Magazine Vol.4,https://onepiece.fandom.com/wiki/One_Piece_Magazine_Vol.4,https://static.wikia.nocookie.net/onepiece/images/1/13/One_Piece_Magazine_Vol.4.png/revision/latest?cb=20181001000921,,,,,,,,,,,,,,,,,
Rudd,https://onepiece.fandom.com/wiki/Rudd,https://static.wikia.nocookie.net/onepiece/images/d/d5/NoPicAvailable.png/revision/latest?cb=20210110135101,,,,,,,,,,,,,,,,,
Raid on Onigashima,https://onepiece.fandom.com/wiki/Raid_on_Onigashima,https://static.wikia.nocookie.net/onepiece/images/6/6a/Raid_on_Onigashima_Infobox.png/revision/latest?cb=20220802161726,,,,,,,,,,,,,,,,,
POP! Vinyl,https://onepiece.fandom.com/wiki/POP!_Vinyl,https://static.wikia.nocookie.net/onepiece/images/4/44/Monkey_D._Luffy_Funko_POP%21_Animation.png/revision/latest?cb=20180804020205,,,,,,,,,,,,,,,,,
Eustass Kid,https://onepiece.fandom.com/wiki/Eustass_Kid,https://static.wikia.nocookie.net/onepiece/images/4/47/Eustass_Kid_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20240505021859,,,,,,,,,,,,,,,,,
Jiki Jiki no Mi,https://onepiece.fandom.com/wiki/Jiki_Jiki_no_Mi,https://static.wikia.nocookie.net/onepiece/images/1/13/Jiki_Jiki_no_Mi_Infobox.png/revision/latest?cb=20260316222052,,,,,,,,,,,,,,,,,
Haritsu Kendiyo,https://onepiece.fandom.com/wiki/Haritsu_Kendiyo,https://static.wikia.nocookie.net/onepiece/images/5/59/Haritsu_Kendiyo_Anime_Infobox.png/revision/latest?cb=20190904140846,,,,,,,,,,,,,,,,,
Victoria Shiruton Doruyanaika,https://onepiece.fandom.com/wiki/Victoria_Shiruton_Doruyanaika,https://static.wikia.nocookie.net/onepiece/images/b/b4/Victoria_Shiruton_Doruyanaika_Manga_Infobox.png/revision/latest?cb=20210304173730,,,,,,,,,,,,,,,,,
Heat,https://onepiece.fandom.com/wiki/Heat,https://static.wikia.nocookie.net/onepiece/images/3/30/Heat_Anime_Infobox.png/revision/latest?cb=20231216144053,,,,,,,,,,,,,,,,,
Pomp,https://onepiece.fandom.com/wiki/Pomp,https://static.wikia.nocookie.net/onepiece/images/4/49/Pomp_Anime_Infobox.png/revision/latest?cb=20240505021753,,,,,,,,,,,,,,,,,
Cyborgs,https://onepiece.fandom.com/wiki/Cyborgs,https://static.wikia.nocookie.net/onepiece/images/8/88/Cyborgs_Infobox.png/revision/latest?cb=20260117143328,,,,,,,,,,,,,,,,,
Papas,https://onepiece.fandom.com/wiki/Papas,https://static.wikia.nocookie.net/onepiece/images/5/53/Papas_Anime_Infobox.png/revision/latest?cb=20230625035358,,,,,,,,,,,,,,,,,
Dive,https://onepiece.fandom.com/wiki/Dive,https://static.wikia.nocookie.net/onepiece/images/a/a0/Dive_Anime_Infobox.png/revision/latest?cb=20231029102947,,,,,,,,,,,,,,,,,
Prisoner Mine,https://onepiece.fandom.com/wiki/Prisoner_Mine,https://static.wikia.nocookie.net/onepiece/images/1/1b/Prisoner_Mine_Infobox.png/revision/latest?cb=20200119190300,,,,,,,,,,,,,,,,,
Demalo Black,https://onepiece.fandom.com/wiki/Demalo_Black,https://static.wikia.nocookie.net/onepiece/images/d/d4/Demalo_Black_Anime_Infobox.png/revision/latest?cb=20241103021619,,,,,,,,,,,,,,,,,
Bubblegum,https://onepiece.fandom.com/wiki/Bubblegum,https://static.wikia.nocookie.net/onepiece/images/a/a4/Bubblegum_Anime_Infobox.png/revision/latest?cb=20231020192436,,,,,,,,,,,,,,,,,
S.H. Figuarts One Piece,https://onepiece.fandom.com/wiki/S.H._Figuarts_One_Piece,https://static.wikia.nocookie.net/onepiece/images/2/2e/S.H._Figuarts_Monkey_D._Luffy_Romance_Dawn_01.png/revision/latest?cb=20241117060827,,,,,,,,,,,,,,,,,
Bildy,https://onepiece.fandom.com/wiki/Bildy,https://static.wikia.nocookie.net/onepiece/images/8/83/Bildy_Infobox.png/revision/latest?cb=20171020061919,,,,,,,,,,,,,,,,,
Alpacaman,https://onepiece.fandom.com/wiki/Alpacaman,https://static.wikia.nocookie.net/onepiece/images/a/a0/Alpacaman_Anime_Infobox.png/revision/latest?cb=20200419035006,,,,,,,,,,,,,,,,,
Victoria Punk,https://onepiece.fandom.com/wiki/Victoria_Punk,https://static.wikia.nocookie.net/onepiece/images/e/e0/Victoria_Punk_Infobox.png/revision/latest?cb=20231112110508,,,,,,,,,,,,,,,,,
Scratchmen Apoo,https://onepiece.fandom.com/wiki/Scratchmen_Apoo,https://static.wikia.nocookie.net/onepiece/images/d/d0/Scratchmen_Apoo_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20210426143015,,,,,,,,,,,,,,,,,
Happy Birthday One Piece Character's,https://onepiece.fandom.com/wiki/Happy_Birthday_One_Piece_Character%27s,https://static.wikia.nocookie.net/onepiece/images/4/44/Happy_Birthday_One_Piece_Character%27s_November.png/revision/latest?cb=20220617035251,,,,,,,,,,,,,,,,,
Basil Hawkins,https://onepiece.fandom.com/wiki/Basil_Hawkins,https://static.wikia.nocookie.net/onepiece/images/f/f8/Basil_Hawkins_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20230906163534,,,,,,,,,,,,,,,,,
Dobon,https://onepiece.fandom.com/wiki/Dobon,https://static.wikia.nocookie.net/onepiece/images/a/a4/Dobon_Anime_Infobox.png/revision/latest?cb=20200126042816,,,,,,,,,,,,,,,,,
Shanks,https://onepiece.fandom.com/wiki/Shanks,https://static.wikia.nocookie.net/onepiece/images/6/66/Shanks_Anime_Infobox.png/revision/latest?cb=20240829145447,,,,,,,,,,,,,,,,,
Gryphon,https://onepiece.fandom.com/wiki/Gryphon,https://static.wikia.nocookie.net/onepiece/images/b/b2/Shanks_Manga_Color_Scheme.png/revision/latest?cb=20240221171404,,,,,,,,,,,,,,,,,
The Legendary Log! Red-Haired Shanks!,https://onepiece.fandom.com/wiki/The_Legendary_Log!_Red-Haired_Shanks!,https://static.wikia.nocookie.net/onepiece/images/d/d4/The_Legendary_Log%21_Red-Haired_Shanks%21.png/revision/latest?cb=20220828044839,,,,,,,,,,,,,,,,,
Figarland Shamrock,https://onepiece.fandom.com/wiki/Figarland_Shamrock,https://static.wikia.nocookie.net/onepiece/images/5/55/Figarland_Shamrock_Anime_Infobox.png/revision/latest?cb=20260628160921,,,,,,,,,,,,,,,,,
Red Force,https://onepiece.fandom.com/wiki/Red_Force,https://static.wikia.nocookie.net/onepiece/images/2/27/Red_Force_Infobox.png/revision/latest?cb=20240716061311,,,,,,,,,,,,,,,,,
Figarland Family,https://onepiece.fandom.com/wiki/Figarland_Family,https://static.wikia.nocookie.net/onepiece/images/3/34/Figarland_Family_Infobox.png/revision/latest?cb=20251130223650,,,,,,,,,,,,,,,,,
Lord of the Coast,https://onepiece.fandom.com/wiki/Lord_of_the_Coast,https://static.wikia.nocookie.net/onepiece/images/a/a5/Lord_of_the_Coast_Anime_Infobox.png/revision/latest?cb=20240723123231,,,,,,,,,,,,,,,,,
Lucky Roux,https://onepiece.fandom.com/wiki/Lucky_Roux,https://static.wikia.nocookie.net/onepiece/images/5/59/Lucky_Roux_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20220613165554,,,,,,,,,,,,,,,,,
Magnolia,https://onepiece.fandom.com/wiki/Magnolia,https://static.wikia.nocookie.net/onepiece/images/1/17/Garling_Stabs_Shanks_%26_Shamrock_Mother.png/revision/latest?cb=20250907150619,,,,,,,,,,,,,,,,,
Linaria,https://onepiece.fandom.com/wiki/Linaria,https://static.wikia.nocookie.net/onepiece/images/b/b8/Linaria_Anime_Infobox.png/revision/latest?cb=20240714020915,,,,,,,,,,,,,,,,,
One Piece DX Plushies,https://onepiece.fandom.com/wiki/One_Piece_DX_Plushies,https://static.wikia.nocookie.net/onepiece/images/b/be/One_Piece_DX_Plush_Wave_2.png/revision/latest?cb=20231213223857,,,,,,,,,,,,,,,,,
"Emergency Planning, A Perfect Strategy for the One Piece","https://onepiece.fandom.com/wiki/Emergency_Planning,_A_Perfect_Strategy_for_the_One_Piece",https://static.wikia.nocookie.net/onepiece/images/d/d5/NoPicAvailable.png/revision/latest?cb=20210110135101,,,,,,,,,,,,,,,,,
Limejuice,https://onepiece.fandom.com/wiki/Limejuice,https://static.wikia.nocookie.net/onepiece/images/5/59/Limejuice_Anime_Infobox.png/revision/latest?cb=20231030120022,,,,,,,,,,,,,,,,,
Uta,https://onepiece.fandom.com/wiki/Uta,https://static.wikia.nocookie.net/onepiece/images/0/06/Uta_Anime_Infobox.png/revision/latest?cb=20250818013702,,,,,,,,,,,,,,,,,
Silk,https://onepiece.fandom.com/wiki/Silk,https://static.wikia.nocookie.net/onepiece/images/3/39/Silk_Anime_Infobox.png/revision/latest?cb=20260311234500,,,,,,,,,,,,,,,,,
Oli,https://onepiece.fandom.com/wiki/Oli,https://static.wikia.nocookie.net/onepiece/images/f/f8/Oli_Anime_Infobox.png/revision/latest?cb=20240623020916,,,,,,,,,,,,,,,,,
"Romance Dawn, Version 1","https://onepiece.fandom.com/wiki/Romance_Dawn,_Version_1",https://static.wikia.nocookie.net/onepiece/images/1/10/Romance_Dawn%2C_Version_1.png/revision/latest?cb=20250823001709,,,,,,,,,,,,,,,,,
Benn Beckman,https://onepiece.fandom.com/wiki/Benn_Beckman,https://static.wikia.nocookie.net/onepiece/images/1/12/Benn_Beckman_Anime_Infobox.png/revision/latest?cb=20240623091906,,,,,,,,,,,,,,,,,
Gerotini,https://onepiece.fandom.com/wiki/Gerotini,https://static.wikia.nocookie.net/onepiece/images/6/6c/Gerotini_Anime_Infobox.png/revision/latest?cb=20240714020628,,,,,,,,,,,,,,,,,
Makino,https://onepiece.fandom.com/wiki/Makino,https://static.wikia.nocookie.net/onepiece/images/5/5a/Makino_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20240914133612,,,,,,,,,,,,,,,,,
One Piece Film: Red,https://onepiece.fandom.com/wiki/One_Piece_Film:_Red,https://static.wikia.nocookie.net/onepiece/images/3/34/One_Piece_Film_Red_Poster_Visual.png/revision/latest?cb=20220608181914,,,,,,,,,,,,,,,,,
Rockstar,https://onepiece.fandom.com/wiki/Rockstar,https://static.wikia.nocookie.net/onepiece/images/8/8c/Rockstar_Anime_Infobox.png/revision/latest?cb=20160929234330,,,,,,,,,,,,,,,,,
Buggy,https://onepiece.fandom.com/wiki/Buggy,https://static.wikia.nocookie.net/onepiece/images/f/f7/Buggy_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20240813025900,,,,,,,,,,,,,,,,,
Buggy Balls,https://onepiece.fandom.com/wiki/Buggy_Balls,https://static.wikia.nocookie.net/onepiece/images/5/52/Buggy_Balls_Infobox.png/revision/latest?cb=20230108225031,,,,,,,,,,,,,,,,,
Buggy and Alvida Alliance,https://onepiece.fandom.com/wiki/Buggy_and_Alvida_Alliance,https://static.wikia.nocookie.net/onepiece/images/1/1b/Buggy_Pirates_Brand_New_World.png/revision/latest?cb=20250207004300,,,,,,,,,,,,,,,,,
Buggy's Delivery,https://onepiece.fandom.com/wiki/Buggy%27s_Delivery,https://static.wikia.nocookie.net/onepiece/images/5/59/Buggy%27s_Delivery_Infobox.png/revision/latest?cb=20160807122016,,,,,,,,,,,,,,,,,
Puggy,https://onepiece.fandom.com/wiki/Puggy,https://static.wikia.nocookie.net/onepiece/images/5/52/Puggy_Infobox.png/revision/latest?cb=20190405065112,,,,,,,,,,,,,,,,,
Buggyland,https://onepiece.fandom.com/wiki/Buggyland,https://static.wikia.nocookie.net/onepiece/images/8/8c/Buggyland_Infobox.png/revision/latest?cb=20250323224734,,,,,,,,,,,,,,,,,
Mohji,https://onepiece.fandom.com/wiki/Mohji,https://static.wikia.nocookie.net/onepiece/images/0/09/Mohji_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20200821151313,,,,,,,,,,,,,,,,,
Cross Guild,https://onepiece.fandom.com/wiki/Cross_Guild,https://static.wikia.nocookie.net/onepiece/images/0/0a/Cross_Guild_Portrait.png/revision/latest?cb=20240329103404,,,,,,,,,,,,,,,,,
Bara Bara no Mi,https://onepiece.fandom.com/wiki/Bara_Bara_no_Mi,https://static.wikia.nocookie.net/onepiece/images/9/9c/Bara_Bara_no_Mi_Infobox.png/revision/latest?cb=20240421082610,,,,,,,,,,,,,,,,,
Cabaji,https://onepiece.fandom.com/wiki/Cabaji,https://static.wikia.nocookie.net/onepiece/images/6/6c/Cabaji_Anime_Infobox.png/revision/latest?cb=20220921023133,,,,,,,,,,,,,,,,,
"Buggy the ""CHERRY BOMB""",https://onepiece.fandom.com/wiki/Buggy_the_%22CHERRY_BOMB%22,https://static.wikia.nocookie.net/onepiece/images/4/4a/Buggy_the_%22CHERRY_BOMB%22.png/revision/latest?cb=20170715231004,,,,,,,,,,,,,,,,,
Big Top,https://onepiece.fandom.com/wiki/Big_Top,https://static.wikia.nocookie.net/onepiece/images/5/55/Big_Top_Infobox.png/revision/latest?cb=20241118153034,,,,,,,,,,,,,,,,,
Richie,https://onepiece.fandom.com/wiki/Richie,https://static.wikia.nocookie.net/onepiece/images/c/ca/Richie_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20200111094000,,,,,,,,,,,,,,,,,
Orange Town,https://onepiece.fandom.com/wiki/Orange_Town,https://static.wikia.nocookie.net/onepiece/images/b/bb/Orange_Town_Infobox.png/revision/latest?cb=20130701185900,,,,,,,,,,,,,,,,,
Buggy's HORROR Dai Circus,https://onepiece.fandom.com/wiki/Buggy%27s_HORROR_Dai_Circus,https://static.wikia.nocookie.net/onepiece/images/b/b5/Buggy%27s_HORROR_Dai_Circus.png/revision/latest?cb=20170810225043,,,,,,,,,,,,,,,,,
Mugon,https://onepiece.fandom.com/wiki/Mugon,https://static.wikia.nocookie.net/onepiece/images/b/b2/Mugon_Infobox.png/revision/latest?cb=20200726153710,,,,,,,,,,,,,,,,,
Big Top Blaster,https://onepiece.fandom.com/wiki/Big_Top_Blaster,https://static.wikia.nocookie.net/onepiece/images/2/23/Big_Top_Blaster_Infobox.png/revision/latest?cb=20240818021421,,,,,,,,,,,,,,,,,
Alvida,https://onepiece.fandom.com/wiki/Alvida,https://static.wikia.nocookie.net/onepiece/images/c/cd/Alvida_Anime_Infobox.png/revision/latest?cb=20221116234952,,,,,,,,,,,,,,,,,
One Piece Omake,https://onepiece.fandom.com/wiki/One_Piece_Omake,,,,,,,,,,,,,,,,,,
Tightrope Walking Funan Bros,https://onepiece.fandom.com/wiki/Tightrope_Walking_Funan_Bros,https://static.wikia.nocookie.net/onepiece/images/2/2f/Tightrope_Walking_Funan_Bros_Anime_Infobox.png/revision/latest?cb=20230508144808,,,,,,,,,,,,,,,,,
Crocodile,https://onepiece.fandom.com/wiki/Crocodile,https://static.wikia.nocookie.net/onepiece/images/f/fd/Crocodile_Anime_Infobox.png/revision/latest?cb=20230125235528,,,,,,,,,,,,,,,,,
Noble Croc,https://onepiece.fandom.com/wiki/Noble_Croc,https://static.wikia.nocookie.net/onepiece/images/2/25/Noble_Croc_Anime_Infobox.png/revision/latest?cb=20171029193056,,,,,,,,,,,,,,,,,
Suna Suna no Mi,https://onepiece.fandom.com/wiki/Suna_Suna_no_Mi,https://static.wikia.nocookie.net/onepiece/images/7/7d/Suna_Suna_no_Mi_Infobox.png/revision/latest?cb=20220408131752,,,,,,,,,,,,,,,,,
Rainbase,https://onepiece.fandom.com/wiki/Rainbase,https://static.wikia.nocookie.net/onepiece/images/b/b7/Rainbase_Infobox.png/revision/latest?cb=20230206233309,,,,,,,,,,,,,,,,,
Operation Utopia,https://onepiece.fandom.com/wiki/Operation_Utopia,https://static.wikia.nocookie.net/onepiece/images/8/8e/Baroque_Works_Cannon.png/revision/latest?cb=20221015035659,,,,,,,,,,,,,,,,,
Rain Dinners,https://onepiece.fandom.com/wiki/Rain_Dinners,https://static.wikia.nocookie.net/onepiece/images/a/a7/Rain_Dinners_Infobox.png/revision/latest?cb=20230131162303,,,,,,,,,,,,,,,,,
Full,https://onepiece.fandom.com/wiki/Full,https://static.wikia.nocookie.net/onepiece/images/b/b3/Full_Infobox.png/revision/latest?cb=20130403021205,,,,,,,,,,,,,,,,,
Daz Bonez,https://onepiece.fandom.com/wiki/Daz_Bonez,https://static.wikia.nocookie.net/onepiece/images/e/e9/Daz_Bonez_Anime_Infobox.png/revision/latest?cb=20221102004113,,,,,,,,,,,,,,,,,
Wany,https://onepiece.fandom.com/wiki/Wany,https://static.wikia.nocookie.net/onepiece/images/b/b1/Wany_Anime_Infobox.png/revision/latest?cb=20160828212821,,,,,,,,,,,,,,,,,
Tsumegeri Guards,https://onepiece.fandom.com/wiki/Tsumegeri_Guards,https://static.wikia.nocookie.net/onepiece/images/d/dd/Tsumegeri_Guards_Anime_Infobox.png/revision/latest?cb=20221017232529,,,,,,,,,,,,,,,,,
Baroque Works,https://onepiece.fandom.com/wiki/Baroque_Works,https://static.wikia.nocookie.net/onepiece/images/9/92/Baroque_Works_Infobox.png/revision/latest?cb=20090415082729,,,,,,,,,,,,,,,,,
Donquixote Doflamingo,https://onepiece.fandom.com/wiki/Donquixote_Doflamingo,https://static.wikia.nocookie.net/onepiece/images/7/7e/Donquixote_Doflamingo_Anime_Infobox.png/revision/latest?cb=20231017082245,,,,,,,,,,,,,,,,,
Donquixote Family,https://onepiece.fandom.com/wiki/Donquixote_Family,https://static.wikia.nocookie.net/onepiece/images/9/97/Donquixote_Family_Infobox.png/revision/latest?cb=20160129022000,,,,,,,,,,,,,,,,,
Ito Ito no Mi,https://onepiece.fandom.com/wiki/Ito_Ito_no_Mi,https://static.wikia.nocookie.net/onepiece/images/a/ae/Ito_Ito_no_Mi_Infobox.png/revision/latest?cb=20151220070449,,,,,,,,,,,,,,,,,
Donquixote Homing,https://onepiece.fandom.com/wiki/Donquixote_Homing,https://static.wikia.nocookie.net/onepiece/images/e/e3/Donquixote_Homing_Anime_Infobox.png/revision/latest?cb=20150712150613,,,,,,,,,,,,,,,,,
Downs,https://onepiece.fandom.com/wiki/Downs,https://static.wikia.nocookie.net/onepiece/images/d/d0/Downs_Infobox.png/revision/latest?cb=20231124041416,,,,,,,,,,,,,,,,,
Trebol,https://onepiece.fandom.com/wiki/Trebol,https://static.wikia.nocookie.net/onepiece/images/f/f5/Trebol_Anime_Infobox.png/revision/latest?cb=20221117040446,,,,,,,,,,,,,,,,,
Numancia Flamingo,https://onepiece.fandom.com/wiki/Numancia_Flamingo,https://static.wikia.nocookie.net/onepiece/images/4/47/Numancia_Flamingo_Infobox.png/revision/latest?cb=20150803124001,,,,,,,,,,,,,,,,,
Donquixote Rosinante,https://onepiece.fandom.com/wiki/Donquixote_Rosinante,https://static.wikia.nocookie.net/onepiece/images/7/71/Donquixote_Rosinante_Anime_Infobox.png/revision/latest?cb=20150802160734,,,,,,,,,,,,,,,,,
Viola,https://onepiece.fandom.com/wiki/Viola,https://static.wikia.nocookie.net/onepiece/images/d/d7/Viola_Anime_Infobox.png/revision/latest?cb=20221027021751,,,,,,,,,,,,,,,,,
New Donquixote Family,https://onepiece.fandom.com/wiki/New_Donquixote_Family,https://static.wikia.nocookie.net/onepiece/images/d/d5/NoPicAvailable.png/revision/latest?cb=20210110135101,,,,,,,,,,,,,,,,,
Pica,https://onepiece.fandom.com/wiki/Pica,https://static.wikia.nocookie.net/onepiece/images/a/a4/Pica_Anime_Infobox.png/revision/latest?cb=20221117040111,,,,,,,,,,,,,,,,,
Baby 5,https://onepiece.fandom.com/wiki/Baby_5,https://static.wikia.nocookie.net/onepiece/images/e/e1/Baby_5_Anime_Infobox.png/revision/latest?cb=20221011013323,,,,,,,,,,,,,,,,,
Dressrosa,https://onepiece.fandom.com/wiki/Dressrosa,https://static.wikia.nocookie.net/onepiece/images/0/06/Dressrosa_Infobox.png/revision/latest?cb=20221116144641,,,,,,,,,,,,,,,,,
Monet,https://onepiece.fandom.com/wiki/Monet,https://static.wikia.nocookie.net/onepiece/images/9/98/Monet_Anime_Infobox.png/revision/latest?cb=20140616000310,,,,,,,,,,,,,,,,,
Sugar,https://onepiece.fandom.com/wiki/Sugar,https://static.wikia.nocookie.net/onepiece/images/e/e9/Sugar_Anime_Infobox.png/revision/latest?cb=20141005232110,,,,,,,,,,,,,,,,,
Giolla,https://onepiece.fandom.com/wiki/Giolla,https://static.wikia.nocookie.net/onepiece/images/2/21/Giolla_Anime_Infobox.png/revision/latest?cb=20221117034510,,,,,,,,,,,,,,,,,
Kaidou,https://onepiece.fandom.com/wiki/Kaidou,https://static.wikia.nocookie.net/onepiece/images/2/2d/Kaidou_Anime_Infobox.png/revision/latest?cb=20231102015517,,,,,,,,,,,,,,,,,
Hassaikai,https://onepiece.fandom.com/wiki/Hassaikai,https://static.wikia.nocookie.net/onepiece/images/2/25/Hassaikai_Infobox.png/revision/latest?cb=20191222093916,,,,,,,,,,,,,,,,,
One Piece OST - WANOKUNI,https://onepiece.fandom.com/wiki/One_Piece_OST_-_WANOKUNI,https://static.wikia.nocookie.net/onepiece/images/e/e5/One_Piece_OST_-_WANOKUNI.png/revision/latest?cb=20220217100858,,,,,,,,,,,,,,,,,
Dim Mak x One Piece,https://onepiece.fandom.com/wiki/Dim_Mak_x_One_Piece,https://static.wikia.nocookie.net/onepiece/images/f/f1/Dim_Mak_x_One_Piece.png/revision/latest?cb=20220713024848,,,,,,,,,,,,,,,,,
"Shibuya ""Wano Country"" Plan",https://onepiece.fandom.com/wiki/Shibuya_%22Wano_Country%22_Plan,https://static.wikia.nocookie.net/onepiece/images/5/55/Shibuya_Wano_Country_Plan.png/revision/latest?cb=20210217184810,,,,,,,,,,,,,,,,,
Luffy-senpai Support Project! Barto's Secret Room 3!,https://onepiece.fandom.com/wiki/Luffy-senpai_Support_Project!_Barto%27s_Secret_Room_3!,https://static.wikia.nocookie.net/onepiece/images/4/47/Luffy-senpai_Support_Project%21_Barto%27s_Secret_Room_3%21.png/revision/latest?cb=20230827022626,,,,,,,,,,,,,,,,,
Takeru,https://onepiece.fandom.com/wiki/Takeru,https://static.wikia.nocookie.net/onepiece/images/0/07/Takeru_Infobox.png/revision/latest?cb=20221120061055,,,,,,,,,,,,,,,,,
One Piece Dawn Strike,https://onepiece.fandom.com/wiki/One_Piece_Dawn_Strike,https://static.wikia.nocookie.net/onepiece/images/7/73/One_Piece_Dawn_Strike_Logo.png/revision/latest?cb=20260305082555,,,,,,,,,,,,,,,,,
Ocean Guide,https://onepiece.fandom.com/wiki/Ocean_Guide,,,,,,,,,,,,,,,,,,
One Piece Magazine Vol.10,https://onepiece.fandom.com/wiki/One_Piece_Magazine_Vol.10,https://static.wikia.nocookie.net/onepiece/images/9/9f/One_Piece_Magazine_Vol.10.png/revision/latest?cb=20200817013827,,,,,,,,,,,,,,,,,
Kurozumi Higurashi,https://onepiece.fandom.com/wiki/Kurozumi_Higurashi,https://static.wikia.nocookie.net/onepiece/images/d/d6/Kurozumi_Higurashi_Anime_Infobox.png/revision/latest?cb=20210418042139,,,,,,,,,,,,,,,,,
Orochi Oniwabanshu,https://onepiece.fandom.com/wiki/Orochi_Oniwabanshu,https://static.wikia.nocookie.net/onepiece/images/a/ae/Orochi_Oniwabanshu_Infobox.png/revision/latest?cb=20200927045557,,,,,,,,,,,,,,,,,
Izou,https://onepiece.fandom.com/wiki/Izou,https://static.wikia.nocookie.net/onepiece/images/8/81/Izou_Anime_Post_Timeskip_Infobox.png/revision/latest?cb=20210919035558,,,,,,,,,,,,,,,,,
Charlotte Family,https://onepiece.fandom.com/wiki/Charlotte_Family,https://static.wikia.nocookie.net/onepiece/images/a/a4/Charlotte_Family_Infobox.png/revision/latest?cb=20180227003641,,,,,,,,,,,,,,,,,
Charlotte Linlin,https://onepiece.fandom.com/wiki/Charlotte_Linlin,https://static.wikia.nocookie.net/onepiece/images/d/d8/Charlotte_Linlin_Anime_Infobox.png/revision/latest?cb=20180423150804,,,,,,,,,,,,,,,,,
Queen Mama Chanter,https://onepiece.fandom.com/wiki/Queen_Mama_Chanter,https://static.wikia.nocookie.net/onepiece/images/4/4a/Queen_Mama_Chanter_Infobox.png/revision/latest?cb=20260205153722,,,,,,,,,,,,,,,,,
